Company Name;Global Company Key;Ticker;Data Date;Data Year - Fiscal;Industry Format;Level of Consolidation - Company Annual Descriptor;Population Source;Data Format;ISO Currency Code;Assets - Total;Capital Expenditures;Earnings Before Interest and Taxes;Earnings Before Interest;Gross Profit (Loss);Net Income (Loss);Sales/Turnover (Net);Active/Inactive Status Marker
BIOGEN INC;024468;BIIB;31/12/2017;2017;INDL;C;D;STD;USD;23652,60;867,40;5709,00;6638,80;10809,40;2539,10;12273,90;A
KIMCO REALTY CORP;024731;KIM;31/12/2017;2017;FS;C;D;STD;USD;11763,73;;;;;;;A
KIMCO REALTY CORP;024731;KIM;31/12/2017;2017;INDL;C;D;STD;USD;11763,73;0,00;468,05;;592,14;426,08;1331,41;A
PERRIGO CO PLC;024782;PRGO;31/12/2017;2017;INDL;C;D;STD;USD;11628,80;88,60;656,30;1101,10;2424,30;119,60;4946,20;A
QUALCOMM INC;024800;QCOM;30/09/2017;2017;INDL;C;D;STD;USD;65486,00;690,00;5326,00;6787,00;14900,00;2466,00;23231,00;A
GILEAD SCIENCES INC;024856;GILD;31/12/2017;2017;INDL;C;D;STD;USD;70283,00;590,00;14448,00;15593,00;22881,00;4628,00;26107,00;A
ROPER TECHNOLOGIES INC;024925;ROP;31/12/2017;2017;INDL;C;D;STD;USD;14316,41;48,75;1210,24;1553,76;3208,31;971,77;4607,47;A
TIME WARNER INC;025056;TWX;31/12/2017;2017;INDL;C;D;STD;USD;69209,00;656,00;8285,00;8979,00;14132,00;5247,00;31271,00;I
BOSTON SCIENTIFIC CORP;025279;BSX;31/12/2017;2017;INDL;C;D;STD;USD;19042,00;319,00;1693,00;2530,00;6734,00;104,00;9048,00;A
KOHL'S CORP;025283;KSS;31/01/2017;2016;INDL;C;D;STD;USD;13574,00;768,00;1223,00;2161,00;6742,00;556,00;18686,00;A
D R HORTON INC;025340;DHI;30/09/2017;2017;INDL;C;D;STD;USD;12184,60;157,30;1591,10;1640,50;3112,10;1038,40;14105,50;A
EXPRESS SCRIPTS HOLDING CO;025356;ESRX;31/12/2017;2017;INDL;C;D;STD;USD;54255,80;267,40;5628,70;7208,10;8896,40;4517,40;100064,60;I
STARBUCKS CORP;025434;SBUX;30/09/2017;2017;INDL;C;D;STD;USD;14365,60;1519,40;3908,10;4919,50;6312,80;2884,70;22386,80;A
PATTERSON COS INC;025880;PDCO;30/04/2017;2016;INDL;C;D;STD;USD;3507,91;47,02;325,90;365,90;1341,40;170,89;5593,13;A
ALCOA CORP;027638;AA;31/12/2017;2017;INDL;C;D;STD;USD;17447,00;405,00;1569,00;2319,00;2635,00;217,00;11652,00;A
CHESAPEAKE ENERGY CORP;027786;CHK;31/12/2017;2017;INDL;C;D;STD;USD;12425,00;2492,00;1519,00;2514,00;2776,00;949,00;9496,00;A
ALLERGAN PLC;027845;AGN;31/12/2017;2017;INDL;C;D;STD;USD;118341,90;349,90;-61,50;7307,10;13957,30;-4125,50;15940,70;I
HUMANA INC;027914;HUM;31/12/2017;2017;FS;C;D;STD;USD;27178,00;;;;;;;A
HUMANA INC;027914;HUM;31/12/2017;2017;INDL;C;D;STD;USD;27178,00;526,00;3493,00;3978,00;10343,00;2448,00;53732,00;A
INTUIT INC;027928;INTU;31/07/2017;2017;INDL;C;D;STD;USD;4068,00;230,00;1395,00;1631,00;4602,00;971,00;5177,00;A
MICROCHIP TECHNOLOGY INC;027965;MCHP;31/03/2017;2016;INDL;C;D;STD;USD;7686,88;75,31;592,14;1061,35;2078,51;164,64;3407,81;A
CHUBB LTD;028034;CB;31/12/2017;2017;FS;C;D;STD;USD;167022,00;;;;;;;A
CHUBB LTD;028034;CB;31/12/2017;2017;INDL;C;D;STD;USD;167022,00;0,00;4168,00;;4168,00;3861,00;32207,00;A
FOSSIL GROUP INC;028118;FOSL;31/12/2017;2017;INDL;C;D;STD;USD;1658,37;25,52;31,02;112,00;1439,81;-478,17;2788,16;A
O'REILLY AUTOMOTIVE INC;028180;ORLY;31/12/2017;2017;INDL;C;D;STD;USD;7571,89;465,94;1716,30;1951,65;4956,03;1133,80;8977,73;A
JABIL INC;028195;JBL;31/08/2017;2017;INDL;C;D;STD;USD;11096,00;716,49;572,74;1333,12;2270,50;129,09;19063,12;A
ALLSTATE CORP;028349;ALL;31/12/2017;2017;FS;C;D;STD;USD;112422,00;;;;;;;A
ALLSTATE CORP;028349;ALL;31/12/2017;2017;INDL;C;D;STD;USD;112422,00;299,00;3972,00;4367,00;4367,00;3189,00;37834,00;A
FLIR SYSTEMS INC;028477;FLIR;31/12/2017;2017;INDL;C;D;STD;USD;2810,03;42,11;336,09;405,89;934,96;107,22;1800,43;I
EQUITY RESIDENTIAL;028733;EQR;31/12/2017;2017;FS;C;D;STD;USD;20570,60;;;;;;;A
EQUITY RESIDENTIAL;028733;EQR;31/12/2017;2017;INDL;C;D;STD;USD;20570,60;1,51;850,24;;902,46;603,45;2474,17;A
BORGWARNER INC;028742;BWA;31/12/2017;2017;INDL;C;D;STD;USD;9787,60;560,00;1221,60;1629,40;2527,90;439,90;9799,30;A
MARRIOTT INTL INC;028930;MAR;31/12/2017;2017;INDL;C;D;STD;USD;23948,00;240,00;2521,00;2936,00;2936,00;1372,00;22891,00;A
COSTCO WHOLESALE CORP;029028;COST;31/08/2017;2017;INDL;C;D;STD;USD;36347,00;2502,00;4060,00;5430,00;18462,00;2679,00;129025,00;A
URBAN OUTFITTERS INC;029150;URBN;31/01/2017;2016;INDL;C;D;STD;USD;1902,64;143,71;338,53;471,66;1377,74;218,12;3545,79;A
OVINTIV EXPLORATION INC;029173;NFX;31/12/2017;2017;INDL;C;D;STD;USD;4961,00;1289,00;517,00;984,00;1182,00;427,00;1767,00;I
SIMON PROPERTY GROUP INC;029389;SPG;31/12/2017;2017;FS;C;D;STD;USD;32257,64;;;;;;;A
SIMON PROPERTY GROUP INC;029389;SPG;31/12/2017;2017;INDL;C;D;STD;USD;32257,64;0,00;3202,61;;3551,90;1947,96;5938,91;A
EASTMAN CHEMICAL CO;029392;EMN;31/12/2017;2017;INDL;C;D;STD;USD;15999,00;649,00;1652,00;2236,00;3150,00;1384,00;9549,00;A
INVESCO LTD;029804;IVZ;31/12/2017;2017;FS;C;D;STD;USD;31668,80;;;;;;;A
INVESCO LTD;029804;IVZ;31/12/2017;2017;INDL;C;D;STD;USD;31668,80;111,70;1382,70;1499,50;1499,50;1127,30;5160,30;A
AVALONBAY COMMUNITIES INC;029875;AVB;31/12/2017;2017;FS;C;D;STD;USD;18414,82;;;;;;;A
AVALONBAY COMMUNITIES INC;029875;AVB;31/12/2017;2017;INDL;C;D;STD;USD;18414,82;8,81;853,65;;907,06;876,92;2225,88;A
PROLOGIS INC;029984;PLD;31/12/2017;2017;FS;C;D;STD;USD;29481,08;;;;;;;A
PROLOGIS INC;029984;PLD;31/12/2017;2017;INDL;C;D;STD;USD;29481,08;0,00;1033,36;;1264,42;1652,33;2880,43;A
INGERSOLL RAND INC;030098;IR;31/12/2017;2017;INDL;C;D;STD;USD;4621,20;56,80;150,40;324,20;944,50;18,40;2375,40;A
APARTMENT INVST & MGMT CO;030490;AIV;31/12/2017;2017;FS;C;D;STD;USD;6079,04;;;;;;;A
APARTMENT INVST & MGMT CO;030490;AIV;31/12/2017;2017;INDL;C;D;STD;USD;6079,04;0,00;202,32;;257,33;315,77;1013,77;A
TECHNIPFMC PLC;030923;FTI;31/12/2017;2017;INDL;C;D;STD;USD;28263,70;255,70;1258,50;1873,20;3147,00;113,30;15056,90;A
CAPITAL ONE FINANCIAL CORP;030990;COF;31/12/2017;2017;FS;C;D;STD;USD;365693,00;;;;;;;A
CAPITAL ONE FINANCIAL CORP;030990;COF;31/12/2017;2017;INDL;C;D;STD;USD;365693,00;1018,00;7083,00;7990,00;7990,00;1982,00;30089,00;A
DOLLAR TREE INC;031587;DLTR;31/01/2017;2016;INDL;C;D;STD;USD;15701,60;564,70;1704,80;2342,30;7032,20;896,20;20719,20;A
DARDEN RESTAURANTS INC;031846;DRI;31/05/2017;2016;INDL;C;D;STD;USD;5504,20;293,00;705,30;980,00;1571,20;479,10;7170,20;A
ALTAIR ENGINEERING INC;032530;ALTR;31/12/2017;2017;INDL;C;D;STD;USD;287,87;7,52;-35,26;-23,51;237,66;-99,41;337,95;A
SEA LIMITED;032546;SE;31/12/2017;2017;INDL;C;D;STD;USD;1988,28;67,36;-502,36;-461,43;120,79;-560,49;417,69;A
DOW INC;034443;DOW;31/12/2017;2017;INDL;C;D;STD;USD;79940,00;3331,00;5999,00;9044,00;13621,00;466,00;55508,00;A
BEAM THERAPEUTICS INC;035714;BEAM;31/12/2017;2017;INDL;C;D;STD;USD;2,40;0,35;-7,88;-7,87;0,00;-8,00;0,00;A
LIFE STORAGE INC;060914;LSI;31/12/2017;2017;FS;C;D;STD;USD;3876,77;;;;;;;I
LIFE STORAGE INC;060914;LSI;31/12/2017;2017;INDL;C;D;STD;USD;3876,77;0,00;181,60;;224,71;96,37;533,07;I
DIAMOND OFFSHRE DRILLING INC;061409;DO;31/12/2017;2017;INDL;C;D;STD;USD;6250,57;139,58;226,84;575,53;650,04;18,35;1485,75;A
DAVITA INC;061483;DVA;31/12/2017;2017;INDL;C;D;STD;USD;18948,19;905,25;1633,38;2193,29;3236,63;663,62;10876,63;A
ESTEE LAUDER COMPANIES INC;061567;EL;30/06/2017;2017;INDL;C;D;STD;USD;11568,00;504,00;1889,00;2352,00;9867,00;1249,00;11826,00;A
WATERS CORP;061574;WAT;31/12/2017;2017;INDL;C;D;STD;USD;5324,35;85,47;698,20;804,20;1461,27;20,31;2309,08;A
NETAPP INC;061591;NTAP;30/04/2017;2016;INDL;C;D;STD;USD;9493,00;175,00;707,00;933,00;3597,00;509,00;5519,00;A
CITRIX SYSTEMS INC;061676;CTXS;31/12/2017;2017;INDL;C;D;STD;USD;5820,18;80,90;662,03;814,00;2537,87;-20,72;2824,69;I
HARTFORD FINANCIAL SERVICES;061739;HIG;31/12/2017;2017;FS;C;D;STD;USD;225260,00;;;;;;;A
HARTFORD FINANCIAL SERVICES;061739;HIG;31/12/2017;2017;INDL;C;D;STD;USD;225260,00;250,00;1636,00;1847,00;1847,00;-3131,00;16804,00;A
ALEXION PHARMACEUTICALS INC;062263;ALXN;31/12/2017;2017;INDL;C;D;STD;USD;13583,30;357,30;988,50;1404,40;3350,00;443,30;3551,10;I
IRON MOUNTAIN INC;062374;IRM;31/12/2017;2017;INDL;C;D;STD;USD;10972,40;343,13;738,32;1262,23;2182,29;183,82;3845,58;A
TRAVELERS COS INC;062689;TRV;31/12/2017;2017;FS;C;D;STD;USD;103483,00;;;;;;;A
TRAVELERS COS INC;062689;TRV;31/12/2017;2017;INDL;C;D;STD;USD;103483,00;0,00;2702,00;3515,00;6872,00;2056,00;28505,00;A
E TRADE FINANCIAL CORP;063501;ETFC;31/12/2017;2017;FS;C;D;STD;USD;63365,00;;;;;;;I
E TRADE FINANCIAL CORP;063501;ETFC;31/12/2017;2017;INDL;C;D;STD;USD;63365,00;102,00;1225,00;1343,00;1343,00;614,00;2450,00;I
STERICYCLE INC;063527;SRCL;31/12/2017;2017;INDL;C;D;STD;USD;6988,30;143,00;495,50;745,00;1569,60;42,40;3580,70;A
ABERCROMBIE & FITCH  -CL A;063643;ANF;31/01/2017;2016;INDL;C;D;STD;USD;2295,76;140,84;-17,02;178,39;2223,98;3,96;3326,74;A
NOV INC;063892;NOV;31/12/2017;2017;INDL;C;D;STD;USD;20206,00;192,00;-87,00;611,00;1780,00;-237,00;7304,00;A
QUEST DIAGNOSTICS INC;064166;DGX;31/12/2017;2017;INDL;C;D;STD;USD;10503,00;252,00;1281,00;1551,00;3236,00;772,00;7709,00;A
CARMAX INC;064410;KMX;28/02/2017;2016;INDL;C;D;STD;USD;16279,36;418,14;1074,67;1215,37;2692,98;626,97;16637,10;A
AMAZON.COM INC;064768;AMZN;31/12/2017;2017;INDL;C;D;STD;USD;131310,00;11955,00;3954,00;13151,00;74763,00;3033,00;177866,00;A
RALPH LAUREN CORP;064891;RL;31/03/2017;2016;INDL;C;D;STD;USD;5652,00;284,00;675,50;983,00;3849,00;-99,30;6652,80;A
BOSTON PROPERTIES INC;064925;BXP;31/12/2017;2017;FS;C;D;STD;USD;19372,23;;;;;;;A
BOSTON PROPERTIES INC;064925;BXP;31/12/2017;2017;INDL;C;D;STD;USD;19372,23;0,00;928,80;;1043,19;462,44;2622,77;A
YUM BRANDS INC;065417;YUM;31/12/2017;2017;INDL;C;D;STD;USD;5311,00;318,00;2833,00;3081,00;3172,00;1340,00;5878,00;A
C H ROBINSON WORLDWIDE INC;065609;CHRW;31/12/2017;2017;INDL;C;D;STD;USD;4235,83;40,12;775,12;868,10;2461,03;504,89;14869,38;A
VERISIGN INC;066368;VRSN;31/12/2017;2017;INDL;C;D;STD;USD;2941,19;49,50;707,72;757,60;1021,65;457,25;1165,10;A
QUANTA SERVICES INC;066446;PWR;31/12/2017;2017;INDL;C;D;STD;USD;6480,15;244,65;450,81;666,82;1425,67;314,98;9466,48;A
AMERICAN TOWER CORP;105365;AMT;31/12/2017;2017;INDL;C;D;STD;USD;33214,30;803,60;2014,00;3729,90;4366,90;1238,90;6663,90;A
VENTAS INC;110179;VTR;31/12/2017;2017;FS;C;D;STD;USD;23954,54;;;;;;;A
VENTAS INC;110179;VTR;31/12/2017;2017;INDL;C;D;STD;USD;23954,54;0,00;1063,69;;1199,18;1356,47;3573,59;A
COGNIZANT TECH SOLUTIONS;111864;CTSH;31/12/2017;2017;INDL;C;D;STD;USD;15221,00;284,00;2589,00;2997,00;5658,00;1504,00;14810,00;A
REPUBLIC SERVICES INC;112168;RSG;31/12/2017;2017;INDL;C;D;STD;USD;21147,00;989,80;1632,40;2769,50;3826,90;1278,40;10041,50;A
CROWN CASTLE INC;113490;CCI;31/12/2017;2017;INDL;C;D;STD;USD;32229,57;1228,07;1122,80;2383,58;2810,28;444,55;4355,61;A
EBAY INC;114524;EBAY;31/12/2017;2017;INDL;C;D;STD;USD;25981,00;666,00;2265,00;2941,00;7983,00;-1016,00;9567,00;A
GOLDMAN SACHS GROUP INC;114628;GS;31/12/2017;2017;FS;C;D;STD;USD;916776,00;;;;;;;A
GOLDMAN SACHS GROUP INC;114628;GS;31/12/2017;2017;INDL;C;D;STD;USD;916776,00;3185,00;19933,00;21085,00;21085,00;4286,00;42911,00;A
NVIDIA CORP;117768;NVDA;31/01/2017;2016;INDL;C;D;STD;USD;9841,00;176,00;1953,00;2139,00;4259,00;1666,00;6910,00;A
CNX RESOURCES CORPORATION;120093;CNX;31/12/2017;2017;INDL;C;D;STD;USD;6931,91;632,85;46,73;458,77;458,77;380,75;1414,95;A
F5 INC;121077;FFIV;30/09/2017;2017;INDL;C;D;STD;USD;2480,80;38,68;577,07;633,94;1790,53;420,76;2090,04;A
JUNIPER NETWORKS INC;121718;JNPR;31/12/2017;2017;INDL;C;D;STD;USD;9833,80;151,20;935,10;1155,40;3294,10;306,20;5027,20;A
RED HAT INC;122841;RHT;28/02/2017;2016;INDL;C;D;STD;USD;4535,19;69,12;334,03;419,34;2128,44;253,70;2411,80;I
BLACKROCK INC;124434;BLK;31/12/2017;2017;FS;C;D;STD;USD;220217,00;;;;;;;A
BLACKROCK INC;124434;BLK;31/12/2017;2017;INDL;C;D;STD;USD;220217,00;155,00;5294,00;5515,00;5515,00;4970,00;12491,00;A
AKAMAI TECHNOLOGIES INC;125595;AKAM;31/12/2017;2017;INDL;C;D;STD;USD;4602,84;414,78;378,08;750,39;1892,52;218,32;2503,00;A
EXPEDIA GROUP INC;126296;EXPE;31/12/2017;2017;INDL;C;D;STD;USD;18515,63;710,33;667,29;1556,83;8402,80;377,96;10059,84;A
AGILENT TECHNOLOGIES INC;126554;A;31/10/2017;2017;INDL;C;D;STD;USD;8426,00;176,00;881,00;1095,00;2629,00;684,00;4472,00;A
EDWARDS LIFESCIENCES CORP;133366;EW;31/12/2017;2017;INDL;C;D;STD;USD;5695,80;168,10;1097,00;1178,90;2641,90;583,60;3435,30;A
METLIFE INC;133768;MET;31/12/2017;2017;FS;C;D;STD;USD;719892,00;;;;;;;A
METLIFE INC;133768;MET;31/12/2017;2017;INDL;C;D;STD;USD;719892,00;0,00;4981,00;5804,00;10919,00;4010,00;62412,00;A
NRG ENERGY INC;135990;NRG;31/12/2017;2017;INDL;C;D;STD;USD;23318,00;1111,00;1257,00;2313,00;2313,00;-2153,00;10629,00;A
INTUITIVE SURGICAL INC;136725;ISRG;31/12/2017;2017;INDL;C;D;STD;USD;5758,00;190,70;1079,90;1174,90;2296,90;660,00;3128,90;A
MOODY'S CORP;139665;MCO;31/12/2017;2017;INDL;C;D;STD;USD;8594,20;90,60;1831,60;1989,90;2981,30;1000,60;4204,10;A
PEABODY ENERGY CORP;142460;BTU;31/12/2017;2017;INDL;C;D;STD;USD;8181,20;199,40;648,80;1346,10;1488,70;466,50;5550,80;A
PRUDENTIAL FINANCIAL INC;143356;PRU;31/12/2017;2017;FS;C;D;STD;USD;831921,00;;;;;;;A
PRUDENTIAL FINANCIAL INC;143356;PRU;31/12/2017;2017;INDL;C;D;STD;USD;831921,00;0,00;7844,00;8066,00;18440,00;7863,00;59727,00;A
ACCENTURE PLC;143357;ACN;31/08/2017;2017;INDL;C;D;STD;USD;22689,89;515,92;5142,40;5654,64;11542,73;3445,15;36765,48;A
ROCKWELL COLLINS;144066;COL;30/09/2017;2017;INDL;C;D;STD;USD;17997,00;240,00;1296,00;1626,00;2685,00;705,00;6822,00;I
GAMESTOP CORP;145049;GME;31/01/2017;2016;INDL;C;D;STD;USD;4975,90;142,70;572,10;738,80;3010,80;353,20;8607,90;A
PRINCIPAL FINANCIAL GRP INC;145701;PFG;31/12/2017;2017;FS;C;D;STD;USD;253941,20;;;;;;;A
PRINCIPAL FINANCIAL GRP INC;145701;PFG;31/12/2017;2017;INDL;C;D;STD;USD;253941,20;164,80;2168,10;2363,80;2363,80;2310,40;13860,50;A
NETFLIX INC;147579;NFLX;31/12/2017;2017;INDL;C;D;STD;USD;19012,74;173,30;838,68;910,59;4104,96;558,93;11692,71;A
CME GROUP INC;149070;CME;31/12/2017;2017;FS;C;D;STD;USD;75791,20;;;;;;;A
CME GROUP INC;149070;CME;31/12/2017;2017;INDL;C;D;STD;USD;75791,20;81,90;2312,00;2520,50;2520,50;4063,40;3644,70;A
WYNN RESORTS LTD;149318;WYNN;31/12/2017;2017;INDL;C;D;STD;USD;12681,74;935,47;1055,57;1607,93;2342,98;747,18;6306,37;A
NASDAQ INC;149337;NDAQ;31/12/2017;2017;FS;C;D;STD;USD;15786,00;;;;;;;A
NASDAQ INC;149337;NDAQ;31/12/2017;2017;INDL;C;D;STD;USD;15786,00;144,00;1053,00;1241,00;1241,00;734,00;3965,00;A
SEAGATE TECHNOLOGY HOLDINGS;150937;STX;30/06/2017;2017;INDL;C;D;STD;USD;9268,00;434,00;1232,00;1981,00;3819,00;772,00;10771,00;A
QEP RESOURCES INC;154357;QEP;31/12/2017;2017;INDL;C;D;STD;USD;7394,80;1974,80;-106,70;676,80;852,30;269,30;1622,90;I
ASSURANT INC;157057;AIZ;31/12/2017;2017;FS;C;D;STD;USD;31843,00;;;;;;;A
ASSURANT INC;157057;AIZ;31/12/2017;2017;INDL;C;D;STD;USD;31843,00;62,10;514,20;628,90;628,90;519,60;6415,00;A
SALESFORCE INC;157855;CRM;31/01/2017;2016;INDL;C;D;STD;USD;17584,92;463,96;77,24;708,91;6689,52;179,63;8391,98;A
GENWORTH FINANCIAL INC;158354;GNW;31/12/2017;2017;FS;C;D;STD;USD;105297,00;;;;;;;A
GENWORTH FINANCIAL INC;158354;GNW;31/12/2017;2017;INDL;C;D;STD;USD;105297,00;0,00;1015,00;1108,00;1108,00;817,00;8295,00;A
MASTERCARD INC;160225;MA;31/12/2017;2017;FS;C;D;STD;USD;21329,00;;;;;;;A
MASTERCARD INC;160225;MA;31/12/2017;2017;INDL;C;D;STD;USD;21329,00;300,00;6804,00;7240,00;7240,00;3915,00;12497,00;A
MOSAIC CO;162129;MOS;31/12/2017;2017;INDL;C;D;STD;USD;18633,40;820,10;500,60;1185,70;1540,90;-107,20;7409,40;A
INTERCONTINENTAL EXCHANGE;163610;ICE;31/12/2017;2017;FS;C;D;STD;USD;78264,00;;;;;;;A
INTERCONTINENTAL EXCHANGE;163610;ICE;31/12/2017;2017;INDL;C;D;STD;USD;78264,00;357,00;2435,00;2964,00;3623,00;2514,00;5834,00;A
CF INDUSTRIES HOLDINGS INC;163946;CF;31/12/2017;2017;INDL;C;D;STD;USD;13463,00;473,00;220,00;1077,00;1287,00;358,00;4130,00;A
AMERIPRISE FINANCIAL INC;164708;AMP;31/12/2017;2017;FS;C;D;STD;USD;147470,00;;;;;;;A
AMERIPRISE FINANCIAL INC;164708;AMP;31/12/2017;2017;INDL;C;D;STD;USD;147470,00;162,00;2515,00;2683,00;5691,00;1480,00;12126,00;A
VIACOM INC;165675;VIAB;30/09/2017;2017;INDL;C;D;STD;USD;23698,00;195,00;2802,00;3025,00;6030,00;1874,00;13263,00;I
CHIPOTLE MEXICAN GRILL INC;165914;CMG;31/12/2017;2017;INDL;C;D;STD;USD;2045,69;216,78;314,14;477,49;756,22;176,25;4476,41;A
FIDELITY NATIONAL INFO SVCS;165993;FIS;31/12/2017;2017;INDL;C;D;STD;USD;24517,00;145,00;1672,00;2967,00;4237,00;1319,00;9123,00;A
PHILLIPS 66;170841;PSX;31/12/2017;2017;INDL;C;D;STD;USD;54371,00;1832,00;2042,00;3382,00;4994,00;5106,00;89300,00;A
WESTERN UNION CO;175263;WU;31/12/2017;2017;FS;C;D;STD;USD;9231,40;;;;;;;A
WESTERN UNION CO;175263;WU;31/12/2017;2017;INDL;C;D;STD;USD;9231,40;69,10;1099,80;1362,70;2467,50;-557,10;5524,30;A
FIRST SOLAR INC;175404;FSLR;31/12/2017;2017;INDL;C;D;STD;USD;6864,50;514,36;215,03;334,53;668,45;-165,62;2941,32;A
TE CONNECTIVITY LTD;177267;TEL;30/09/2017;2017;INDL;C;D;STD;USD;19403,00;702,00;2201,00;2836,00;5085,00;1683,00;13113,00;A
DISCOVER FINANCIAL SVCS;177376;DFS;31/12/2017;2017;FS;C;D;STD;USD;100087,00;;;;;;;A
DISCOVER FINANCIAL SVCS;177376;DFS;31/12/2017;2017;INDL;C;D;STD;USD;100087,00;218,00;4355,00;4485,00;4485,00;2099,00;11545,00;A
TERADATA CORP;178310;TDC;31/12/2017;2017;INDL;C;D;STD;USD;2556,00;78,00;102,00;240,00;1161,00;-67,00;2156,00;A
VISA INC;179534;V;30/09/2017;2017;FS;C;D;STD;USD;67977,00;;;;;;;A
VISA INC;179534;V;30/09/2017;2017;INDL;C;D;STD;USD;67977,00;707,00;12355,00;12911,00;12911,00;6699,00;18358,00;A
PHILIP MORRIS INTERNATIONAL;179621;PM;31/12/2017;2017;INDL;C;D;STD;USD;42968,00;1548,00;11503,00;12378,00;19103,00;6035,00;28748,00;A
DR PEPPER SNAPPLE GROUP INC;179700;DPS;31/12/2017;2017;INDL;C;D;STD;USD;10022,00;202,00;1360,00;1565,00;4098,00;1076,00;6690,00;I
SCRIPPS NETWORKS INTERACTIVE;180167;SNI;31/12/2017;2017;INDL;C;D;STD;USD;6521,68;75,64;1304,19;1456,05;2308,24;623,94;3561,81;I
MARATHON PETROLEUM CORP;186989;MPC;31/12/2017;2017;INDL;C;D;STD;USD;49047,00;2732,00;3362,00;5476,00;7190,00;3432,00;66974,00;A
WPX ENERGY INC;187128;WPX;31/12/2017;2017;INDL;C;D;STD;USD;8207,00;1161,00;-113,00;660,00;837,00;-16,00;1336,00;I
XYLEM INC;189491;XYL;31/12/2017;2017;INDL;C;D;STD;USD;6860,00;170,00;630,00;864,00;2085,00;331,00;4707,00;A
TRIPADVISOR INC;199356;TRIP;31/12/2017;2017;INDL;C;D;STD;USD;2272,00;64,00;124,00;235,00;1484,00;-19,00;1556,00;A
INTL GAME TECHNOLOGY PLC;245918;IGT;31/12/2017;2017;INDL;C;D;STD;USD;15159,21;698,01;675,06;1477,65;2609,03;-1068,58;4938,96;A
PIEDMONT LITHIUM INC;253501;PLL;30/06/2017;2017;INDL;C;D;STD;USD;3,74;0,19;-2,72;-2,72;-0,04;-2,69;0,00;A
